Target,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
AF-200,A,F,32.57142857,28,1,0,1,0,0,0,0,0,2.035714286,1.571428571,4.111111111,2.857142857,1.392857143,1.928571429,5.62962963,2.928571429,1.357142857,3.659574468,1.892857143,.,2.821428571,1.321428571,3.925925926,2.518518519,174,230.5,250.5,135.5,1071,63.5,67,65.25,163,159.5,161.25,676,584.5,443.5,424.5,428,3.5,350,350,0,140,425,406.5,415.75,277.5,289.5,0.631185808,1.156544055,0.920159681,0.126517274,0.404651163,0.06092437,0.414098973,0.326797386,0.130718954,0.264705882,0.388188609,91.5,0.545751634,1.921145564
AF-201,A,F,23.66666667,27,1,0,0.962962963,0,0,0.037037037,0,0,1.814814815,3.111111111,3.111111111,2.481481481,2.592592593,2.111111111,4.111111111,1.555555556,1.666666667,3.893617021,3.96,.,1.37037037,1.851851852,3.538461538,2.038461538,172,233.5,235,129,1110,44,49,46.5,144,138.5,141.25,688,542,460,432.5,453,20.5,366,365,1,160.5,427,425,426,319.5,348.5,0.61981982,1.269372694,0.993617021,0.116216216,0.32920354,0.041891892,0.414414414,0.329279279,0.144594595,0.300900901,0.383783784,146,0.488288288,1.901128869
AF-202,A,F,24.44827586,29,0.827586207,0.172413793,0.310344828,0.068965517,0.137931034,0.448275862,0.034482759,0,1.464285714,1.862068966,3,2.344827586,1.551724138,2.862068966,3.206896552,2.379310345,3,1.808510638,1.931034483,.,1.551724138,2.034482759,3.379310345,2.413793103,153.5,277.5,268,141.5,1245.5,66.5,62,64.25,177,182,179.5,657.5,599.5,512,492,490,2,385.5,387.5,2,216,500,489,494.5,367.5,376,0.527900442,1.096747289,1.035447761,0.113608992,0.357938719,0.051585709,0.411079888,0.310317142,0.173424328,0.298474508,0.397029305,58,0.481332798,1.888248848
AF-203,A,F,22.75862069,29,1,0,0.75862069,0,0.068965517,0.172413793,0,0,2.586206897,1.655172414,3.275862069,3.862068966,1.620689655,1.75,5,2.571428571,1.724137931,2.531914894,2.344827586,.,1.931034483,1.178571429,3.793103448,2.24137931,175.5,233.5,240,129.5,1083.5,68,70.5,69.25,155,157.5,156.25,629.5,542,384,402,393,9,370,375,5,184,462.5,450,456.25,298,292,0.58098754,1.161439114,0.972916667,0.119520074,0.4432,0.063913244,0.354407014,0.343793263,0.169820028,0.272265805,0.421089063,87.5,0.500230734,1.863718796
AF-204,A,F,30.13793103,29,1,0,0.827586207,0,0.068965517,0.103448276,0,0,2.551724138,1.586206897,3.172413793,2.068965517,1.655172414,1.75862069,4.62962963,1.275862069,1.482758621,2.574468085,3.517241379,.,1.137931034,1.206896552,3.310344828,1.517241379,168.5,252.5,257.5,100,1179,66,60,63,150,141.5,145.75,679,605.5,517.5,475.5,480,4.5,335,356,21,212.5,433,444,438.5,339,354,0.57591179,1.121387283,0.980582524,0.084817642,0.432246998,0.053435115,0.438931298,0.293044953,0.180237489,0.29389313,0.37192536,73.5,0.513570823,1.935782576
AF-205,A,F,26.59259259,26,1,0,0.846153846,0,0,0.153846154,0,0,2.148148148,1.807692308,4.333333333,2.148148148,2.111111111,1.925925926,5.076923077,2,1.37037037,3.565217391,2.888888889,.,1.777777778,1.423076923,3.518518519,2,165.5,205,268.5,125,1123,69.5,64.5,67,151,152.5,151.75,650,580.5,459,423.5,426,2.5,398,393,5,178.5,459.5,457.5,458.5,299.5,308,0.578806768,1.119724376,0.763500931,0.111308994,0.441515651,0.059661621,0.408726625,0.352181656,0.158949243,0.270480855,0.408281389,69.5,0.516918967,1.718555995
AF-206,A,F,26.52380952,20,0.857142857,0.142857143,1,0,0,0,0,0,1.80952381,2.619047619,2.714285714,2.238095238,2.285714286,2.857142857,3.761904762,1.666666667,2.428571429,3.782608696,2.619047619,.,1.380952381,2.047619048,3.428571429,1.952380952,178,246,254,108,1053.5,46.5,47,46.75,148.5,148.5,148.5,672,562.5,404.5,377,370.5,6.5,381.5,377.5,4,181.5,428,413,420.5,266,269,0.637873754,1.194666667,0.968503937,0.102515425,0.314814815,0.04437589,0.383958234,0.360227812,0.172282867,0.25391552,0.399145705,109.5,0.533934504,1.847015485
AF-207,A,F,28.4137931,28,1,0,0.035714286,0.428571429,0.035714286,0.357142857,0.107142857,0.035714286,1.620689655,3.827586207,2.137931034,2.551724138,3.034482759,3.896551724,3.482758621,1.620689655,2.655172414,1.446808511,2.275862069,.,1.517241379,3.206896552,2.862068966,3.034482759,133,237.5,206.5,115,1188.5,54,55.5,54.75,172,169.5,170.75,660.5,657.5,520.5,514.5,528.5,14,329,322,7,235,469,449,459,380,403,0.555742533,1.004562738,1.150121065,0.096760623,0.320644217,0.04606647,0.437946992,0.273874632,0.197728229,0.329406815,0.386201094,3,0.553218342,1.954527981
AF-208,A,F,28.53846154,26,1,0,0.230769231,0.115384615,0.384615385,0.230769231,0.038461538,0,2,2.846153846,3.038461538,2.653846154,2.115384615,3.461538462,3.576923077,1.653846154,2.115384615,1.553191489,2.769230769,.,1.615384615,2.32,3.192307692,2.307692308,135.5,240.5,211.5,86.5,1164.5,67.5,66.5,67,154.5,157,155.75,692.5,642.5,499.5,454,469,15,349,340,9,250,451,439,445,324.5,348,0.594675827,1.077821012,1.137115839,0.074280807,0.430176565,0.057535423,0.428939459,0.295835122,0.214684414,0.288750537,0.382138257,50,0.551738944,2.05312046
AF-209,A,F,22.56,25,1,0,0.08,0.08,0.4,0.32,0.12,0,1.36,1.64,4.08,3.28,1.6,2.4,4.84,3.083333333,1.869565217,1.723404255,2.32,.,1.44,1.36,3.88,2.4,142,232.5,266.5,131,1172.5,62.5,69.5,66,155.5,156.5,156,656.5,534,452,432,421,11,382.5,383.5,1,221.5,485.5,476.5,481,312.5,314,0.559914712,1.229400749,0.872420263,0.111727079,0.423076923,0.056289979,0.385501066,0.326652452,0.18891258,0.267164179,0.410234542,122.5,0.4554371,1.801706737
AF-210,A,F,23.53846154,26,1,0,0.384615385,0,0.192307692,0.230769231,0.192307692,0,1.653846154,1.884615385,2.615384615,3.307692308,1.576923077,2.038461538,4,2.153846154,1.6,1.936170213,2.923076923,.,1.307692308,1.384615385,3.653846154,2,143,216,219,125.5,1077.5,56.5,56.5,56.5,157,162,159.5,662.5,608.5,414.5,372.5,376.5,4,348.5,346,2.5,213,449,445.5,447.25,265.5,266.5,0.614849188,1.08874281,0.98630137,0.116473318,0.354231975,0.052436195,0.384686775,0.322273782,0.197679814,0.246867749,0.415081206,54,0.564733179,2.058371726
AF-211,A,F,22.5,26,0.923076923,0.076923077,1,0,0,0,0,0,1.923076923,1.615384615,3.307692308,2.5,1.576923077,1.461538462,4.115384615,1.653846154,1.730769231,3.723404255,3.12,.,1.269230769,1.269230769,3.923076923,1.615384615,157.5,223,264.5,93.5,1134.5,50.5,53,51.75,142.5,140.5,141.5,625.5,509,490.5,459.5,471.5,12,388,385.5,2.5,190.5,451,440.5,445.75,340.5,345.5,0.551344204,1.228880157,0.843100189,0.082415161,0.365724382,0.045614808,0.432349052,0.340899074,0.167915381,0.302335831,0.392904363,116.5,0.448655796,1.728195824
AF-212,A,F,23.85714286,28,1,0,0.928571429,0,0,0.035714286,0.035714286,0,2.392857143,2.071428571,2.607142857,2.75,1.814814815,2.035714286,4.785714286,2.25,1.535714286,3,2.464285714,.,2.107142857,1.678571429,3.037037037,3.535714286,157,210,273.5,117.5,1100.5,66,66,66,146,148,147,643.5,466.5,454,430.5,429.5,1,394,392,2,153.5,423.5,422,422.75,309,312.5,0.584734212,1.379421222,0.767824497,0.10676965,0.448979592,0.05997274,0.412539755,0.357110404,0.139482054,0.282371649,0.384143571,177,0.423898228,1.829351154
AF-213,A,F,40.18181818,23,1,0,0.956521739,0,0,0.043478261,0,0,1.652173913,1.909090909,3,2.347826087,2.391304348,2.217391304,5.090909091,2.608695652,1.363636364,3.829787234,2.304347826,.,1.434782609,1.52173913,3.652173913,2.260869565,180,218,244,121.5,1144,49.5,51.5,50.5,138.5,142,140.25,635,498,494.5,472,458,14,363,364,1,172.5,443.5,442.5,443,334.5,318.5,0.55506993,1.275100402,0.893442623,0.106206294,0.360071301,0.044143357,0.432255245,0.317744755,0.150786713,0.285402098,0.387237762,137,0.435314685,1.772423213
AF-214,A,F,26.84615385,26,1,0,1,0,0,0,0,0,2.038461538,2.5,3.730769231,3.153846154,2.08,2.384615385,5.08,2.32,1.730769231,3.787234043,2.230769231,.,1.576923077,1.923076923,3.923076923,2.653846154,176,208.5,220.5,122,1034,48.5,44,46.25,130.5,134.5,132.5,613.5,509.5,453,433.5,438,4.5,353.5,348.5,5,131.5,406,399,402.5,340,343,0.593326886,1.204121688,0.945578231,0.117988395,0.349056604,0.044729207,0.438104449,0.339458414,0.127176015,0.330270793,0.38926499,104,0.492746615,1.999155516
AF-215,A,F,30.44444444,27,1,0,1,0,0,0,0,0,2.111111111,3.074074074,2.814814815,2.703703704,2.423076923,2.555555556,4.296296296,1.518518519,1.925925926,3.723404255,3.115384615,.,1.296296296,2.333333333,3.37037037,2.222222222,172.5,234.5,243,120.5,1074,51.5,53.5,52.5,139.5,144,141.75,606.5,519,413,383,395.5,12.5,357.5,359,1.5,194,465.5,456.5,461,267,276.5,0.564711359,1.168593449,0.965020576,0.112197393,0.37037037,0.048882682,0.384543762,0.333566108,0.180633147,0.253026071,0.429236499,87.5,0.483240223,1.898492522
AF-216,A,F,25.93333333,30,1,0,0.933333333,0,0.033333333,0.033333333,0,0,2.103448276,2.266666667,3.266666667,3.1,1.866666667,1.9,4.666666667,1.966666667,1.7,3.276595745,2.066666667,.,1.733333333,1.733333333,3.9,1.533333333,166.5,223,235,120,1114.5,57,60,58.5,161.5,170.5,166,642,550,438.5,433,431,2,372.5,363.5,9,196,461,451,456,316.5,307.5,0.576043069,1.167272727,0.94893617,0.107671602,0.352409639,0.052489906,0.393449978,0.330192912,0.175863616,0.279946164,0.409152086,92,0.493494841,1.867363597
AF-217,A,F,19.70833333,24,1,0,0.208333333,0,0.208333333,0.375,0,0.208333333,1.875,1.333333333,3.833333333,4.125,1.695652174,1.739130435,4.833333333,2.583333333,1.416666667,1.510638298,2.782608696,.,1.666666667,1.333333333,3.5,2.125,179,238.5,203.5,110.5,1144,57,55.5,56.25,157.5,160.5,159,645.5,572.5,505,485.5,484,1.5,350.5,356.5,6,179.5,425,417,421,353.5,333.5,0.564248252,1.127510917,1.171990172,0.096590909,0.353773585,0.04916958,0.441433566,0.309003497,0.156905594,0.300262238,0.368006993,73,0.500437063,1.863499216
AF-218,A,F,24.03571429,28,1,0,0.857142857,0,0.035714286,0.107142857,0,0,1.642857143,1.678571429,4.678571429,3.142857143,1.607142857,2.321428571,5.714285714,2.857142857,1.321428571,3.106382979,1.607142857,.,1.5,1.571428571,4.25,1.785714286,148.5,238,252,148,1194.5,58.5,59.5,59,160.5,165.5,163,654,578.5,500.5,481.5,477.5,4,377,368,9,184,492,479.5,485.75,373,372.5,0.547509418,1.130509939,0.944444444,0.123901214,0.36196319,0.049393051,0.419003767,0.311845961,0.154039347,0.312055253,0.406655504,75.5,0.484303056,1.821878974
AF-219,A,F,25.10714286,28,1,0,0.821428571,0,0,0.178571429,0,0,1.392857143,1.571428571,2.928571429,3.214285714,1.464285714,1.607142857,4.964285714,1.892857143,1.357142857,2.85106383,2.464285714,.,1.37037037,1.285714286,3.571428571,1.857142857,160,208,272.5,130.5,1208,66.5,67,66.75,156,163.5,159.75,603.5,507,513,508,527,19,392.5,376,16.5,175.5,469,454.5,461.75,397,419,0.499586093,1.190335306,0.763302752,0.108029801,0.417840376,0.055256623,0.424668874,0.318087748,0.145281457,0.337748344,0.382243377,96.5,0.419701987,1.902352607
AF-220,A,F,25.26086957,23,1,0,0.739130435,0,0.086956522,0.130434783,0.043478261,0,2.173913043,2.043478261,3.173913043,3.826086957,1.913043478,2.695652174,4.565217391,3.130434783,2.217391304,2.739130435,2.47826087,.,2.52173913,2.434782609,3.826086957,2.826086957,151.5,231,179,105,950,47,43,45,150,150,150,644.5,584,374.5,373,393.5,20.5,308,302.5,5.5,190,421,414,417.5,237,261.5,0.678421053,1.10359589,1.290502793,0.110526316,0.3,0.047368421,0.394210526,0.321315789,0.2,0.262368421,0.439473684,60.5,0.614736842,2.148827416
AF-221,A,F,25.62962963,27,1,0,0.666666667,0,0.222222222,0.111111111,0,0,1.62962963,1.592592593,3,3.222222222,1.5,2.230769231,4.074074074,3.444444444,2.407407407,2.043478261,1.730769231,.,1.769230769,1.481481481,3.814814815,2,170,232.5,198,115,1017,40,40,40,134.5,136.5,135.5,645,578,390,397,337,60,322.5,321,1.5,202.5,428,433,430.5,299.5,275,0.634218289,1.115916955,1.174242424,0.113077679,0.295202952,0.039331367,0.383480826,0.316371681,0.199115044,0.282448378,0.423303835,67,0.56833825,2.169912397
AF-222,A,F,24.86206897,29,1,0,0.827586207,0.034482759,0.034482759,0.068965517,0.034482759,0,2.275862069,2.206896552,3.689655172,2.827586207,2.413793103,2.344827586,4.551724138,2.103448276,1.827586207,2.782608696,2.275862069,.,1.689655172,2.103448276,3.965517241,2.655172414,169,244.5,233.5,118,1150.5,51,52.5,51.75,149.5,145.5,147.5,603,550,510,505.5,509.5,4,342,331.5,10.5,178.5,420,416.5,418.25,399.5,398,0.524119948,1.096363636,1.047109208,0.102564103,0.350847458,0.044980443,0.443285528,0.292698827,0.155149935,0.34658844,0.363537592,53,0.47805302,2.090365318
AF-223,A,F,44.80769231,27,1,0,0.814814815,0,0,0.148148148,0.037037037,0,2,1.777777778,3.185185185,1.518518519,1.666666667,2.407407407,4.692307692,1.846153846,1.37037037,3.595744681,2.538461538,.,1.730769231,1.333333333,3.777777778,1.740740741,167.5,263.5,247.5,128,1123,51,45,48,142.5,142,142.25,609,524,389,413,399,14,391.5,395.5,4,199.5,496,495.5,495.75,286.5,280.5,0.542297418,1.16221374,1.064646465,0.11398041,0.337434095,0.042742654,0.346393589,0.350400712,0.177649154,0.252448798,0.441451469,85,0.466607302,1.713659624
AF-224,A,F,28.76,25,0.96,0.04,0.96,0,0,0,0.04,0,1.64,2.36,3.24,1.84,2.16,2.8,4.44,2.12,1.8,4.191489362,2.48,.,1.64,1.583333333,3.291666667,2.958333333,174.5,212.5,262,127,1230.5,48.5,38,43.25,134,133,133.5,607,519,544.5,547.5,544,3.5,391,388.5,2.5,161.5,452.5,457,454.75,403.5,402.5,0.493295408,1.16955684,0.811068702,0.103210077,0.323970037,0.035148314,0.442503048,0.316741162,0.13124746,0.327509143,0.369565217,88,0.421779764,1.821871028
AF-225,A,F,22.14285714,29,1,0,0.965517241,0,0,0,0.034482759,0,2.482758621,2.142857143,3.034482759,2.793103448,2,1.931034483,4.655172414,2.034482759,1.655172414,3.565217391,3.275862069,.,1.586206897,1.551724138,3.535714286,1.75862069,174.5,233,217.5,119,1123,50.5,51,50.75,137.5,144,140.75,611.5,511,482.5,486.5,483,3.5,349,344,5,176.5,417,422,419.5,352.5,359.5,0.544523598,1.19667319,1.071264368,0.105966162,0.360568384,0.045191451,0.429652716,0.308548531,0.157168299,0.317008014,0.373552983,100.5,0.455031167,1.984853906
AF-226,A,F,29.24,25,1,0,0.88,0,0,0.04,0.04,0.04,2.32,3.08,3.56,1.88,2.12,2.76,4.56,2,2.04,3.744680851,2.52,.,1.72,2.36,3.04,2.72,161,239,248.5,138,1132.5,52.5,52.5,52.5,149,151,150,623,541.5,436.5,429.5,431,1.5,366,365.5,0.5,194.5,481,484.5,482.75,316.5,311,0.550110375,1.150507849,0.961770624,0.121854305,0.35,0.046357616,0.385430464,0.322958057,0.171743929,0.277041943,0.426269316,81.5,0.478145695,1.849024995
AF-227,A,F,27.11538462,26,0.961538462,0.038461538,0.461538462,0,0.192307692,0.307692308,0,0.038461538,1.769230769,1.88,3.92,2.576923077,1.769230769,2.384615385,5.115384615,3.269230769,1.653846154,2.106382979,2.12,.,1.846153846,1.653846154,4.038461538,2.230769231,157.5,239.5,216.5,144,1178,63.5,64,63.75,157,153,155,616.5,536,498.5,515.5,507.5,8,336,341.5,5.5,195.5,468.5,463,465.75,402.5,398.5,0.523344652,1.150186567,1.106235566,0.122241087,0.411290323,0.054117148,0.423174873,0.287563667,0.165959253,0.339983022,0.395373514,80.5,0.455008489,2.037179487
AF-228,A,F,24.76923077,26,1,0,0.923076923,0,0,0.076923077,0,0,1.730769231,2,4.346153846,2.230769231,1.615384615,2.230769231,5.115384615,2.961538462,1.346153846,3.70212766,1.846153846,.,1.423076923,1.846153846,4.153846154,2.12,167.5,238,241.5,144.5,1167.5,60.5,65,62.75,156,158,157,601,528,434,487,483.5,3.5,371,368,3,142.5,474,457,465.5,322.5,320,0.514775161,1.138257576,0.985507246,0.123768737,0.399681529,0.053747323,0.371734475,0.316488223,0.122055675,0.2751606,0.398715203,73,0.452248394,1.742598344
AF-229,A,F,25.85185185,26,1,0,0.846153846,0,0.076923077,0.076923077,0,0,1.666666667,1.740740741,4.37037037,2.518518519,1.37037037,2.296296296,4.925925926,2.777777778,1.333333333,2.659574468,1.925925926,.,1.518518519,1.518518519,3.962962963,2,156.5,249,268,147.5,1232,66,65.5,65.75,174.5,170,172.25,606.5,544.5,490,481,486,5,402.5,392.5,10,196.5,515,501.5,508.25,346,342,0.492288961,1.113865932,0.929104478,0.119724026,0.381712627,0.053368506,0.397727273,0.322646104,0.159496753,0.279220779,0.412540584,62,0.441964286,1.764471118
AF-230,A,F,24.14814815,27,1,0,1,0,0,0,0,0,2.814814815,2.296296296,4.518518519,3.518518519,2.148148148,2.259259259,5.333333333,1.884615385,1.888888889,4,3.230769231,.,1.962962963,1.481481481,3.925925926,2.185185185,171,204,265,127.5,1106,59.5,58.5,59,146,146,146,640,507,448.5,436.5,442,5.5,358,358,0,176.5,440.5,440,440.25,317,315,0.578661844,1.262327416,0.769811321,0.115280289,0.404109589,0.053345389,0.405515371,0.323688969,0.159584087,0.285714286,0.398056058,133,0.45840868,1.880681232
AF-231,A,F,46.58333333,24,1,0,0.875,0,0.041666667,0.083333333,0,0,1.625,2,2.347826087,1.166666667,2.208333333,2.083333333,3.25,1.625,1.666666667,2.978723404,3,.,1.333333333,1.5,3.333333333,1.666666667,170.5,201.5,260,130.5,1136.5,65,54,59.5,157,153,155,613.5,498.5,449,449,459,10,384,384.5,0.5,175.5,470,472,471,308.5,327.5,0.539815222,1.230692076,0.775,0.114826221,0.383870968,0.052353718,0.395072591,0.338099428,0.154421469,0.279806423,0.414430268,115,0.438627365,1.744077455
AF-232,A,F,29.69230769,26,0.92,0.08,0.961538462,0,0,0,0.038461538,0,1.269230769,1.307692308,2.846153846,2.192307692,1.423076923,2.076923077,3.769230769,2.961538462,2.769230769,3.191489362,1.84,.,1.423076923,1.538461538,3.615384615,2.807692308,169,251.5,217,115.5,1090,43,45.5,44.25,152,147.5,149.75,631.5,545,421.5,410,420.5,10.5,358.5,355,3.5,187,444.5,433,438.75,291.5,293.5,0.579357798,1.158715596,1.158986175,0.105963303,0.295492487,0.04059633,0.386697248,0.327293578,0.171559633,0.268348624,0.402522936,86.5,0.5,1.889857044
AF-233,A,F,22.39285714,28,1,0,0.571428571,0,0.178571429,0.25,0,0,2.107142857,2.178571429,4.035714286,3.192307692,1.821428571,2.178571429,5.178571429,2.607142857,1.642857143,2.723404255,2.392857143,.,1.888888889,1.857142857,3.555555556,2.285714286,171,212,245,140,1145.5,56.5,60.5,58.5,160.5,161.5,161,588,504,449.5,448.5,457.5,9,376.5,375.5,1,158.5,473,464.5,468.75,343.5,354,0.513312964,1.166666667,0.865306122,0.122217372,0.363354037,0.051069402,0.392405063,0.328240943,0.138367525,0.304452204,0.409209952,84,0.43998254,1.772296238
AF-234,A,F,24.2962963,27,0.925925926,0.074074074,0.518518519,0,0.333333333,0.074074074,0.074074074,0,2.296296296,2.192307692,3.185185185,3.259259259,2.148148148,2.37037037,4.518518519,2.37037037,2.115384615,2.29787234,2.846153846,.,1.777777778,2.111111111,3.777777778,2.111111111,172,267.5,244.5,130,1085,54.5,50.5,52.5,153.5,147.5,150.5,599.5,538,386,390,384.5,5.5,371,377,6,187.5,471,477,474,287,275.5,0.552534562,1.114312268,1.09406953,0.119815668,0.348837209,0.048387097,0.355760369,0.344700461,0.17281106,0.25921659,0.436866359,61.5,0.495852535,1.915137615
AF-235,A,F,23.5,26,1,0,0.961538462,0,0,0.038461538,0,0,1.576923077,1.346153846,4.192307692,3.653846154,1.423076923,2.153846154,5.5,2.923076923,1.307692308,3.042553191,1.96,.,1.230769231,1.346153846,4.269230769,2.269230769,172.5,223.5,225.5,152,1077,63.5,63,63.25,151,146.5,148.75,586,539,408.5,443.5,433.5,10,322,332.5,10.5,175,452,440,446,315.5,303,0.544103993,1.087198516,0.99113082,0.141132776,0.425210084,0.058727948,0.379294336,0.303853296,0.162488394,0.287140204,0.414113278,47,0.500464253,2.04138128
AF-236,A,F,37.66666667,27,1,0,0.925925926,0,0.037037037,0.037037037,0,0,1.703703704,2.555555556,3.666666667,1.666666667,1.615384615,2.592592593,5,1.777777778,1.481481481,3.872340426,2.111111111,.,1.333333333,1.666666667,3.925925926,1.62962963,174.5,222.5,299.5,118.5,1201.5,65,63.5,64.25,141.5,143.5,142.5,603.5,440,487,492,493.5,1.5,412.5,405,7.5,169.5,480.5,479.5,480,371,375.5,0.502288806,1.371590909,0.742904841,0.098626717,0.450877193,0.053474823,0.405326675,0.34019975,0.141073658,0.31065335,0.399500624,163.5,0.366208906,1.668719212
AF-237,A,F,30.51851852,27,1,0,0.888888889,0,0.037037037,0.037037037,0,0.037037037,2,2.518518519,4.555555556,2.62962963,2,2.740740741,5.185185185,2.62962963,1.62962963,2.191489362,2.37037037,.,1.814814815,2,3.615384615,2.222222222,170,213.5,292.5,98,1085,62,55.5,58.75,154,148.5,151.25,601,481.5,431,418.5,437.5,19,383,367.5,15.5,188,444,443,443.5,316,344,0.553917051,1.248182762,0.72991453,0.090322581,0.388429752,0.054147465,0.397235023,0.345852535,0.173271889,0.304147465,0.40875576,119.5,0.443778802,1.949242274
AF-238,A,F,37.55555556,27,1,0,0.888888889,0,0.074074074,0.037037037,0,0,2.37037037,2,2.888888889,1.259259259,1.846153846,2.269230769,4.037037037,2,1.740740741,3.042553191,3.074074074,.,1.592592593,1.444444444,3.259259259,1.851851852,175,201.5,265.5,112.5,1167.5,61.5,60.5,61,158.5,163.5,161,564,483.5,443.5,439,432.5,6.5,390.5,389.5,1,207.5,490.5,484.5,487.5,304.5,289,0.483083512,1.166494312,0.758945386,0.096359743,0.378881988,0.052248394,0.37987152,0.334047109,0.177730193,0.254175589,0.417558887,80.5,0.414132762,1.573254471
AF-239,A,F,28.2962963,27,1,0,0.814814815,0,0,0.148148148,0,0.037037037,1.592592593,1.703703704,4.148148148,1.962962963,1.555555556,2.259259259,5.222222222,3.769230769,1.5,2.574468085,1.703703704,.,1.703703704,1.407407407,3.884615385,2.296296296,177.5,214,272,102.5,1135.5,60.5,63,61.75,157.5,161,159.25,578,463.5,452,459,446,13,411,423.5,12.5,166,453,456,454.5,349,336.5,0.50902686,1.247033441,0.786764706,0.090268604,0.387755102,0.05438133,0.398062528,0.367459269,0.146191105,0.301849406,0.400264201,114.5,0.408190225,1.625444646
AF-240,A,F,27.27586207,29,1,0,0.75862069,0,0.137931034,0.103448276,0,0,2.103448276,2.103448276,3.586206897,2.655172414,2.137931034,2.137931034,4.75,1.965517241,1.862068966,2.829787234,2.586206897,.,1.793103448,1.931034483,3.448275862,2.620689655,161,205,249.5,138.5,1147,56,58.5,57.25,154,159,156.5,599.5,495,442,436,437,1,380.5,384.5,4,187.5,472,466.5,469.25,326,315,0.522667829,1.211111111,0.821643287,0.120749782,0.365814696,0.049912816,0.385353095,0.33347864,0.163469922,0.279424586,0.409110724,104.5,0.431560593,1.846283129
AF-241,A,F,31.875,24,1,0,0.791666667,0,0.041666667,0.125,0,0.041666667,2.208333333,2.333333333,2.958333333,2.125,1.869565217,2.375,4.916666667,2.086956522,1.791666667,2.826086957,3,.,1.708333333,2.304347826,3.541666667,2.416666667,166,244.5,240,107.5,1086,54.5,55.5,55,156,164,160,628,551,399,393.5,407.5,14,384.5,383,1.5,205,448.5,454.5,451.5,299,266,0.578268877,1.139745917,1.01875,0.098987109,0.34375,0.050644567,0.367403315,0.353360958,0.188766114,0.260128913,0.415745856,77,0.507366483,1.804949575
AF-242,A,F,27.03571429,27,1,0,0.888888889,0,0,0.111111111,0,0,1.464285714,2.535714286,4.964285714,2.357142857,1.928571429,2.678571429,5.518518519,1.928571429,1.321428571,3.404255319,2.035714286,.,1.346153846,1.678571429,3.642857143,2.428571429,158,211,257.5,129,1100.5,53.5,53,53.25,144.5,148.5,146.5,579,504.5,410.5,413,411,2,373.5,375.5,2,181,453,450,451.5,284,296,0.526124489,1.147670961,0.819417476,0.117219446,0.363481229,0.048387097,0.373012267,0.340299864,0.164470695,0.263516583,0.41026806,74.5,0.458427987,1.742292194
AF-243,A,F,26.75862069,29,1,0,0.689655172,0,0.24137931,0.068965517,0,0,2.310344828,2.310344828,4.413793103,3,2.034482759,2.275862069,5.137931034,3.517241379,1.571428571,2.765957447,2.413793103,.,2.142857143,1.857142857,4.275862069,2.448275862,177,248.5,255.5,146,1209.5,62,58,60,163,170,166.5,619,486,506.5,497.5,499.5,2,395,381.5,13.5,181.5,476,472,474,388.5,389.5,0.511781728,1.273662551,0.97260274,0.120711038,0.36036036,0.049607276,0.418768086,0.321000413,0.150062009,0.321620504,0.391897478,133,0.401818933,1.924700564
AF-244,A,F,29.20833333,24,0.958333333,0.041666667,0.875,0,0.083333333,0,0,0.041666667,1.583333333,1.583333333,4.666666667,2.434782609,1.375,2.375,5.458333333,4.416666667,1.318181818,3.319148936,1.695652174,.,1.708333333,1.583333333,4.5,2.041666667,168.5,225,279.5,121.5,1115.5,51.5,48.5,50,139,146,142.5,579.5,501.5,448,433.5,443.5,10,385,384,1,174,456.5,447,451.75,313,314,0.519497983,1.1555334,0.805008945,0.108919767,0.350877193,0.044822949,0.401613626,0.344688481,0.155983864,0.281039892,0.404975347,78,0.449574182,1.90419817
AF-245,A,F,30.22222222,27,1,0,0.925925926,0,0,0.037037037,0.037037037,0,1.666666667,1.777777778,4.555555556,2.555555556,1.444444444,2.84,5.037037037,3.692307692,1.703703704,3.212765957,2.037037037,.,2,1.62962963,3.740740741,2.730769231,167,247.5,286.5,112.5,1141,68,62,65,139,142,140.5,589.5,480.5,440.5,456,457.5,1.5,396,386,10,184,460,459,459.5,316.5,323.5,0.51665206,1.226847034,0.863874346,0.098597721,0.462633452,0.056967572,0.386064855,0.342681858,0.161262051,0.280455741,0.402716915,109,0.421121823,1.602588218
